id,earliest_cr_line,revol_bal,total_pymnt,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d
444955,4-Jun,14401,17720.45523,2/1/2013,538.46,2/1/2013
444960,Aug-99,0,4747.414172,10/1/2012,134.99,5/1/2016
444972,Jan-93,61956,14212.00916,3/1/2011,7466.45,3/1/2011
444991,Dec-95,417,11129.78563,7/1/2011,14.92,5/1/2016
444997,1-Mar,1487,5808.022599,4/1/2010,4861.48,9/1/2015
445007,Feb-92,197,20978.54026,9/1/2010,519.79,9/1/2010
445060,Sep-99,11061,13511.48,11/1/2012,225.45,4/1/2013
445083,Oct-98,23075,4623.58,4/1/2010,669.26,5/1/2016
445091,Mar-95,5415,3686.715998,10/1/2012,105.79,5/1/2016
445134,Nov-93,18147,1443.25,3/1/2010,288.78,5/1/2016
445164,3-Nov,13228,10798.83294,2/1/2011,6039.03,3/1/2014
445168,Nov-00,39644,10027.24143,10/1/2012,283.19,1/1/2015
445182,5-Oct,7171,10836.5621,11/1/2011,3470.14,11/1/2011
445199,1-Jan,4071,19046.30303,1/1/2011,3163.43,5/1/2014
445200,Aug-97,28607,22650.04763,11/1/2012,638.47,5/1/2016
445201,4-Aug,4050,1995.60547,10/1/2012,58.77,2/1/2015
445203,1-Nov,0,17892.33639,10/1/2012,537.35,10/1/2012
445214,6-Sep,456,2904.95251,1/1/2010,2710.24,11/1/2012
445247,5-Jun,1847,5236.166836,4/1/2011,8.37,8/1/2011
445271,Sep-97,9166,3431.286852,10/1/2012,103.11,7/1/2014
445279,Apr-80,22784,12656.04,4/1/2011,703.15,4/1/2011
445282,2-Aug,5013,352.92,4/1/2010,49.21,9/1/2010
445289,Apr-91,15773,5963.26,7/1/2010,662.68,5/1/2016
445295,4-Sep,6804,14962.54446,5/1/2012,2433.23,5/1/2012
445312,Nov-00,1492,23628.82961,7/1/2012,555.02,7/1/2012
445323,Mar-99,26361,23841.46,3/1/2012,815.61,8/1/2012
445339,Sep-95,0,7270.575259,10/1/2012,212.73,1/1/2016
445340,Mar-89,1916,2531.22,2/1/2011,150.6,7/1/2011
445345,6-Aug,3798,5895.210575,10/1/2012,170.49,10/1/2012
445388,Aug-91,38084,1306.19,4/1/2010,369.04,9/1/2010
445442,Jul-97,9880,30217.16024,8/1/2012,3321.31,8/1/2012
445445,Sep-90,12295,19180.71561,10/1/2012,551.2,11/1/2014
445465,Jan-96,14876,4118.56,6/1/2010,515.46,5/1/2016
445472,4-Aug,25608,9397.330164,10/1/2012,274.79,3/1/2016
445480,1-Apr,23509,6460.270361,9/1/2011,2417.02,8/1/2011
445484,Mar-96,17599,15072.84018,3/1/2011,7981.92,3/1/2011
445485,Jan-95,12905,3650.399542,10/1/2012,105.26,5/1/2016
445491,Feb-87,31895,14695.55051,10/1/2012,432.76,1/1/2015
445499,3-Nov,9036,9646.35103,2/1/2012,2341.41,1/1/2015
445524,Apr-88,48280,6214.924901,10/1/2010,11.21,10/1/2010
445544,Jul-97,10817,6719.762347,2/1/2013,199.57,2/1/2013
445664,Jun-00,68,5897.63355,5/1/2010,1.48,5/1/2010
445672,Apr-93,19086,23572.9344,2/1/2012,39.06,2/1/2012
445694,Feb-91,12204,20727.93636,7/1/2011,1224.22,5/1/2016
445702,Jun-98,4054,17156.54246,10/1/2012,512.26,10/1/2012
445706,Feb-98,19548,2348.03486,10/1/2012,70.52,11/1/2012
445728,Dec-94,110441,7691.33,6/1/2012,100.11,4/1/2016
445734,Jun-91,362,9119.518428,11/1/2010,19.14,11/1/2010
445760,Sep-85,92944,18222.36783,4/1/2012,3508.23,10/1/2014
445762,Feb-00,9777,14326.27358,6/1/2012,22.92,6/1/2012
445765,1-Oct,722,2646.26,10/1/2010,312.4,2/1/2011
445768,3-Jun,7690,9587.694369,9/1/2012,539.91,1/1/2016
445804,Sep-98,13862,5037.6,11/1/2009,5037.96,4/1/2015
445808,Aug-87,4503,25442.62916,10/1/2012,711.64,4/1/2016
445819,Nov-95,31485,8249.937956,6/1/2011,21.24,5/1/2011
445820,Oct-99,21760,7431.427831,9/1/2012,217.99,9/1/2012
445838,Mar-97,24594,31487.3715,10/1/2012,888.1,10/1/2012
445845,1-Oct,1641,2788.218602,5/1/2012,460.95,5/1/2012
445846,Oct-99,5764,6446.13,2/1/2012,80,5/1/2016
445877,Jul-98,0,9409.211941,2/1/2011,5201,2/1/2011
445883,2-Oct,286,1817.75017,1/1/2012,488.11,4/1/2016
445885,Aug-96,33711,7228.717535,10/1/2012,210.69,5/1/2016
445902,2-May,4293,2146.755597,2/1/2012,523.44,11/1/2014
445914,Jun-88,9846,7555.348233,3/1/2012,477.41,10/1/2012
445927,Jul-70,562,3019.808042,7/1/2011,157.87,7/1/2011
445931,May-97,32143,3723.789322,7/1/2011,1532.31,7/1/2011
445933,6-Aug,8419,11503.80396,10/1/2012,353.68,2/1/2014
445938,Mar-00,254,27727.92808,4/1/2011,3816.15,5/1/2011
445980,Dec-98,9442,7409.995021,11/1/2012,220.33,1/1/2014
445988,Nov-94,9367,7054.419076,9/1/2012,393.51,10/1/2015
445989,5-Oct,766,6066.61,11/1/2009,6066.96,2/1/2014
445995,Jan-97,20685,9156.487756,4/1/2012,1740.14,4/1/2012
445996,Oct-90,13873,29238.567,9/1/2011,10941.43,5/1/2016
446011,3-Oct,15888,1934.37,1/1/2011,266.45,6/1/2011
446014,Oct-90,52116,6971.127131,4/1/2011,3515.84,3/1/2016
446026,Aug-85,38771,14290.70795,10/1/2012,1605.21,4/1/2016
446034,5-Sep,5277,4833.940061,11/1/2011,468.38,4/1/2014
446075,May-97,0,12004.86377,10/1/2012,339.7,5/1/2016
446097,2-Jan,15269,8006.354797,10/1/2012,243.47,10/1/2012
446098,2-Mar,1412,4964.327338,10/1/2012,144.5,10/1/2012
446121,Mar-78,182,7077.43,11/1/2009,7077.71,11/1/2009
446167,Nov-98,16941,15437.51101,10/1/2012,454.15,10/1/2012
446171,Sep-00,5076,5338.049401,12/1/2010,2653.46,2/1/2013
446193,Nov-84,2765,4472.470301,10/1/2012,136.41,4/1/2016
446201,3-Dec,3803,10068.88347,2/1/2011,4.66,9/1/2015
446211,4-Nov,48,17233.89909,10/1/2012,482.52,10/1/2012
446223,Sep-73,62587,13493.75143,4/1/2012,2564.92,4/1/2012
446224,Nov-95,12212,11034.58036,8/1/2011,4482.76,8/1/2011
446257,Sep-92,45410,22143.94408,2/1/2012,2315.95,5/1/2016
446277,Aug-88,21389,16373.80895,4/1/2010,13692.35,4/1/2010
446300,6-Aug,2628,5786.154328,6/1/2011,2438.43,3/1/2015
446332,1-Jul,12315,8435.670533,5/1/2012,1108.78,4/1/2013
446340,Dec-89,9044,7053.114527,10/1/2012,210.32,2/1/2013
446346,Nov-95,24724,7969.95,9/1/2010,40.71,2/1/2011
446350,Jun-94,72210,27565.43642,2/1/2011,15410.96,3/1/2014
446415,4-Dec,0,2233.049605,7/1/2011,965.28,7/1/2011
446423,Sep-00,9424,11928.20188,10/1/2012,368.79,10/1/2012
446429,1-Jul,434,14242.31771,10/1/2012,414.65,4/1/2016
446461,Sep-83,54147,6146.9,11/1/2010,151.66,4/1/2011
446466,May-86,9586,6229.679256,8/1/2012,527.58,1/1/2014
446474,Dec-99,21753,6236.045613,10/1/2012,182.94,10/1/2012
446481,Dec-97,7201,12535.04606,10/1/2012,362.72,10/1/2012
446490,5-Jan,4826,1460.13024,10/1/2012,43.6,10/1/2012
446499,5-Jul,663,2965.14,3/1/2011,174.94,5/1/2016
446507,Feb-94,3052,5932.856788,10/1/2012,168.73,5/1/2015
446661,Jan-99,17176,5221.63,10/1/2010,250.93,4/1/2016
446673,Jun-93,16018,16671.45763,4/1/2010,14138.54,4/1/2016
446726,Jan-99,82,2298.52,2/1/2012,82.31,3/1/2012
446787,6-Mar,450,4771.248955,10/1/2012,144.52,4/1/2016
446792,1-Oct,415,3337.183529,10/1/2012,96.95,8/1/2015
446794,May-95,9728,9831.388905,10/1/2012,287.57,9/1/2015
446810,Jul-97,911,8560.290665,10/1/2012,267.41,11/1/2012
446823,Dec-87,13315,3402.527873,10/1/2012,168.36,11/1/2012
446864,4-Oct,16957,1662.6,8/1/2010,166.5,5/1/2016
446866,1-Mar,12343,9513.78,11/1/2011,200.63,3/1/2012
446873,4-Sep,4545,2259.993776,2/1/2012,553.86,1/1/2016
446879,Jun-87,14482,3171.81,8/1/2011,82.01,12/1/2011
446882,Apr-98,19525,22011.51214,10/1/2012,628.64,4/1/2016
446889,Feb-99,11999,3210.616662,10/1/2012,94.51,10/1/2012
447026,3-Nov,2520,3357.407192,4/1/2012,628.02,5/1/2016
447028,Jul-95,0,9928.752197,10/1/2012,285.58,10/1/2012
447032,Mar-00,15278,23127.20024,2/1/2011,12848.18,9/1/2013
447035,4-Nov,6922,12909.20887,1/1/2013,372.89,5/1/2016
447050,Nov-95,0,3279.059393,6/1/2011,1513.83,7/1/2011
447062,Jan-96,9271,18252.56569,10/1/2012,516.27,6/1/2013
447064,2-Aug,222,12664.7,9/1/2011,1937.28,5/1/2016
447070,Mar-95,19647,6175.740364,4/1/2010,3.03,4/1/2010
447108,Oct-92,1269,2915.116795,2/1/2011,1659.67,2/1/2011
447122,1-Mar,19388,8217.6,1/1/2010,7693.78,1/1/2015
447132,Mar-98,177,22926.21385,6/1/2011,10417.98,2/1/2013
447139,Sep-88,19757,16499.70851,5/1/2011,7933.17,5/1/2011
447140,1-May,2489,6862.625129,10/1/2012,199.87,10/1/2012
447144,Sep-96,0,18252.56958,11/1/2012,521.34,11/1/2012
447174,Jan-00,500,5900.139505,10/1/2012,176.94,10/1/2012
447194,Nov-99,107,2862.707578,10/1/2012,85.94,4/1/2016
447196,Mar-93,26388,18842.20563,9/1/2011,556.44,5/1/2016
447273,Oct-90,8321,10293.90918,10/1/2012,306.44,10/1/2012
447281,Dec-87,2669,18946.68749,1/1/2012,57.74,1/1/2012
447285,Jun-95,306,18616.55579,10/1/2012,523.45,12/1/2013
447294,Sep-98,14606,15040.43032,10/1/2012,420.96,10/1/2012
447361,Sep-99,7013,9638.233174,10/1/2012,280.24,4/1/2013
447369,6-Feb,20111,5138,1/1/2010,2138.95,2/1/2016
447394,Aug-00,3262,5264.79,7/1/2012,189.65,4/1/2016
447413,Oct-81,17908,17157.40117,10/1/2012,514.76,3/1/2016
447417,Dec-89,33436,17981.91949,10/1/2012,518.88,10/1/2012
447423,Aug-00,67776,13799.75896,2/1/2013,4661.58,11/1/2015
447431,May-93,16902,19277.12419,10/1/2012,569.44,10/1/2012
447444,3-Apr,6675,1279.41575,9/1/2010,1.7,4/1/2015
447457,Feb-97,2247,27627.61,10/1/2012,37.61,7/1/2013
447470,May-83,93093,11437.69185,10/1/2012,339.93,7/1/2013
447472,1-Sep,3634,9766.922732,4/1/2012,1858.64,4/1/2012
447475,Feb-96,47256,7482.69,7/1/2010,832.5,5/1/2016
447490,Oct-93,17604,11987.96345,10/1/2012,344.36,10/1/2012
447491,Dec-92,2525,9848.763437,5/1/2011,4794.55,5/1/2011
447541,Apr-98,8834,18234.469,4/1/2011,2043.83,4/1/2011
447558,Jun-98,0,7269.239491,10/1/2012,211.74,12/1/2014
447571,Jan-00,17717,17765.81782,7/1/2011,7531.02,8/1/2014
447574,Mar-89,23762,13119.20473,8/1/2010,9513.22,5/1/2016
447578,Aug-96,26373,12047.84546,10/1/2012,353.45,10/1/2014
447596,Aug-00,1250,11752.83922,3/1/2012,1040.72,5/1/2016
447666,Apr-86,14255,16345.73149,10/1/2012,463.66,5/1/2016
447676,5-Oct,1025,5242.697656,3/1/2010,4873.8,3/1/2010
447709,Dec-98,0,7291.23,6/1/2010,802.36,2/1/2016
447737,Nov-97,24425,31796.19542,10/1/2012,900.61,10/1/2012
447761,Jan-91,737,17156.539,10/1/2012,509.23,10/1/2012
447788,Jul-98,13260,12614.21,6/1/2012,403.6,10/1/2012
447792,Nov-97,2892,4575.395818,9/1/2012,103.59,5/1/2013
447810,Dec-87,5274,11870.33834,2/1/2012,2892.22,3/1/2012
447820,Mar-90,23798,28124.74,12/1/2010,866.13,5/1/2016
447842,Jul-96,69,14832.56805,1/1/2011,9040.51,1/1/2011
447849,Jun-92,84712,10843.67491,6/1/2012,1504.8,7/1/2012
447851,Dec-87,21648,14747.06909,10/1/2012,416.77,10/1/2012
447858,1-Jul,1401,1533.03,11/1/2009,656.07,4/1/2010
447890,Feb-97,2624,11928.19764,10/1/2012,359.43,10/1/2012
447920,Feb-99,6960,18433.28,1/1/2012,682.74,5/1/2016
447924,Nov-00,18654,10038.37843,10/1/2012,280.37,10/1/2012
447932,Dec-97,12296,7393.977739,3/1/2011,3999.51,1/1/2016
447941,Oct-96,0,4747.414172,10/1/2012,144.16,10/1/2012
447950,Sep-00,6868,22222.81465,9/1/2012,1241.75,12/1/2015
447971,2-Jul,2385,293.3,2/1/2010,55.61,7/1/2010
448005,May-83,9955,9553.112689,10/1/2012,270.16,10/1/2012
448043,May-00,14145,18071.79762,10/1/2012,528.61,10/1/2012
448055,May-93,4085,23403.51831,1/1/2012,81.74,1/1/2012
448058,Sep-92,24105,31333.78864,10/1/2012,872.57,5/1/2016
448110,Jun-96,6535,13398.50858,8/1/2011,36.88,4/1/2016
448111,Jan-81,83317,24165.06126,10/1/2012,685.7,6/1/2015
448139,4-Sep,8907,12123.14046,10/1/2012,202.92,10/1/2012
448164,Apr-88,25415,16508.12484,4/1/2011,7903.07,4/1/2011
448168,Dec-95,9690,7192.763615,10/1/2012,207.62,10/1/2012
448206,Jul-97,4561,3596.384516,10/1/2012,103.98,10/1/2012
448219,Aug-95,3371,4864.381921,6/1/2010,3801.09,5/1/2016
448230,4-Apr,15129,21961.91327,10/1/2010,7140.6,11/1/2010
448231,4-Jun,6811,11267.12095,3/1/2011,6019.92,8/1/2013
448258,3-Jan,8713,7037.932494,9/1/2011,441.26,9/1/2011
448265,Jun-89,3864,4716.2,3/1/2012,137.91,5/1/2016
448280,Nov-97,1249,10968.79,1/1/2012,421.89,5/1/2016
448303,Jul-92,21216,28832.85019,6/1/2012,3965.79,6/1/2012
448316,Apr-89,1893,5808.069641,11/1/2011,1872.45,12/1/2011
448322,Jul-85,3156,4795.181419,10/1/2012,138.51,10/1/2012
448323,Oct-98,4908,8378.095157,3/1/2011,4387.63,5/1/2016
448326,2-Jan,20493,102.82,11/1/2009,44.57,4/1/2010
448327,Jul-90,53723,30096.66719,10/1/2012,853.43,10/1/2012
448334,Oct-99,2494,5689.871367,10/1/2012,159.99,5/1/2015
448343,Jul-87,7461,9249.472277,9/1/2012,526.63,5/1/2016
448344,Jul-94,7285,3778.476665,10/1/2012,111.96,10/1/2012
448348,Jul-00,15949,9691.93,4/1/2011,608.1,9/1/2011
448376,Feb-99,15578,5212.592351,10/1/2012,152.71,4/1/2015
448400,Jan-94,27564,21106.81515,3/1/2010,18379.89,5/1/2016
448403,5-Feb,71,17332.50558,7/1/2011,7854.57,12/1/2015
448433,May-94,17304,15652.64524,10/1/2012,449.72,11/1/2015
448439,4-Oct,4197,1339.8,8/1/2011,60.93,5/1/2016
448453,5-Feb,172,10827.72576,8/1/2010,7876.79,5/1/2016
448514,Nov-91,44489,2445.705599,10/1/2012,76.8,5/1/2016
448517,Feb-95,15836,13612.47254,2/1/2012,1592.03,4/1/2016
448526,Feb-91,0,5689.915971,10/1/2012,160.53,10/1/2012
448584,3-Jun,12619,11100.32,11/1/2013,187.79,1/1/2014
448612,3-Nov,6095,11249.52551,2/1/2012,280.67,7/1/2014
448655,Sep-99,4232,6175.023981,10/1/2012,184.83,10/1/2014
448699,Dec-95,11046,28627.6533,11/1/2012,824.95,10/1/2012
448701,Sep-95,4543,7361.253896,9/1/2011,2730.29,10/1/2011
448720,Jul-00,21107,20686.26604,10/1/2012,582.38,5/1/2016
448721,Jan-94,1248,15141.03,11/1/2009,15141.85,11/1/2009
448752,Feb-94,1034,11379.79325,10/1/2012,320.94,7/1/2015
448779,3-Oct,4504,8761.083373,5/1/2011,267.81,6/1/2014
448786,Jan-96,15955,6373.312922,5/1/2010,5189.67,5/1/2010
448819,Sep-90,27095,3954.35,4/1/2010,659.37,5/1/2016
448825,Sep-78,33980,23792.43893,3/1/2012,5162.4,4/1/2012
448835,Apr-00,4742,7208.38094,7/1/2012,28.13,10/1/2015
448884,May-96,0,4064.99,9/1/2011,100,5/1/2016
448888,Jul-90,19892,9536.788349,2/1/2011,5244.08,11/1/2012
448916,2-Dec,3613,11092.0916,5/1/2011,5386.66,9/1/2015
448944,1-Apr,9268,5082.95,6/1/2012,158.86,5/1/2016
449093,Mar-00,2835,6204.827323,3/1/2014,83.81,6/1/2014
449108,Oct-95,3343,7264.780553,10/1/2012,206.27,12/1/2013
449165,Jun-84,39716,29070.72923,10/1/2012,826.61,5/1/2016
449172,Apr-00,13421,3241.54,12/1/2010,102,5/1/2016
449212,Jan-97,4451,8177.8882,1/1/2011,2482.78,5/1/2015
449241,3-Feb,974,5337.430159,10/1/2011,1127.28,10/1/2011
449250,1-Sep,21742,13086.13934,1/1/2012,3535.51,2/1/2012
449253,May-88,8850,12695.47318,10/1/2012,355.17,10/1/2012
449264,5-Oct,2951,30463.57532,10/1/2012,867.66,10/1/2012
449273,4-May,10591,1931.579771,7/1/2012,264.07,4/1/2015
449275,2-Jan,17328,18161.9256,10/1/2012,512.12,11/1/2015
449282,1-Jun,13154,4557.938875,2/1/2011,2421.54,8/1/2015
449296,Apr-98,3850,5185.991679,1/1/2012,1405.69,1/1/2012
449299,5-Nov,3714,10890.41,6/1/2012,338.01,11/1/2012
449306,Dec-95,5954,11051.98977,3/1/2011,5865.55,4/1/2011
449310,Jun-95,54633,23579.17243,1/1/2011,13596.96,2/1/2011
449313,1-Apr,18554,16453.57838,10/1/2012,488.15,5/1/2016
449323,1-Nov,1883,2215.69609,12/1/2011,665.52,12/1/2011
449325,5-May,12798,7865.91,9/1/2010,645.26,2/1/2011
449337,Jul-94,6332,8293.133132,10/1/2010,5550.4,5/1/2016
449344,1-Mar,3327,12585.8708,7/1/2012,62.7,7/1/2012
449345,Dec-86,6606,27199.85785,8/1/2010,19761.09,9/1/2010
449363,Oct-00,0,8006.355381,10/1/2012,240.61,10/1/2012
449365,Feb-97,0,5625.098046,3/1/2011,7.68,3/1/2014
449371,Mar-99,9784,31116.99097,7/1/2012,3416.42,7/1/2012
449378,Jan-98,21076,3403.248225,9/1/2011,1259.76,5/1/2016
449386,Dec-97,14722,14379.31766,2/1/2012,3487.38,3/1/2012
449407,Aug-95,26850,15571.39544,7/1/2012,2154.98,8/1/2013
449428,2-Oct,2610,784.37,6/1/2010,84.93,11/1/2010
449448,6-Feb,6620,15321.7131,4/1/2013,477.44,3/1/2016
449516,Apr-81,30803,28994.32295,8/1/2012,2399.33,5/1/2016
449526,Apr-98,13381,22670.95575,10/1/2012,640.45,10/1/2013
449546,Sep-84,11919,5904.782176,10/1/2012,164.72,7/1/2015
449548,Sep-00,19418,20151.93938,10/1/2012,574.5,5/1/2016
449554,2-Sep,563,2877.11071,10/1/2012,83.08,5/1/2016
449556,Oct-97,31961,20333.9856,5/1/2012,3316.38,6/1/2012
449565,Jul-98,4326,19347.76255,10/1/2012,556.45,12/1/2015
449577,Jun-00,11386,2415.58,3/1/2010,391.49,8/1/2010
449587,Feb-86,13930,5832.087176,10/1/2012,163.35,3/1/2015
449589,4-Jun,12558,12919.53434,5/1/2010,10884.67,5/1/2015
449610,3-Jul,684,14525.24611,9/1/2012,806.76,4/1/2016
449646,4-May,3973,10213.34222,3/1/2011,5455.08,5/1/2016
449657,Feb-90,39299,8500.6,10/1/2011,317.72,2/1/2012
449668,5-Jan,3029,5808.530477,10/1/2012,178.06,10/1/2012
449671,Nov-97,11296,14872.70678,3/1/2014,479,5/1/2016
449672,Aug-96,4893,6580.035873,2/1/2011,3724.04,5/1/2012
449677,May-99,11974,4984.818856,10/1/2012,151.32,10/1/2012
449679,1-Jul,7267,12467.2953,2/1/2013,353.71,2/1/2013
449704,Jun-90,3313,11010.94385,5/1/2011,5639.08,5/1/2011
449705,Mar-95,3066,3436.326011,4/1/2011,1732.93,3/1/2016
449708,Sep-99,1950,3560.560629,10/1/2012,101.16,12/1/2015
449719,Jan-79,8467,17031.8694,2/1/2012,4186.53,1/1/2015
449731,4-Sep,3867,6732.982473,11/1/2010,4897.86,6/1/2011
449732,Dec-94,6896,5879.528429,10/1/2012,67.36,11/1/2014
449735,Jul-92,31904,26544.82887,10/1/2012,757.7,10/1/2012
449737,1-May,13046,14736.89505,3/1/2011,5863.04,3/1/2011
449739,4-Oct,1775,11438.36988,11/1/2012,343.08,1/1/2016
449741,Feb-00,15774,1573.432314,10/1/2012,44.67,5/1/2016
449768,Apr-83,1125,3442.119299,4/1/2011,1739.9,5/1/2011
449773,Jun-99,36934,2052.78,9/1/2010,171.53,5/1/2016
449788,1-Sep,4355,11379.79942,10/1/2012,320.58,5/1/2016
449803,Sep-98,811,5590.589271,10/1/2012,163.24,10/1/2012
449831,5-Mar,3866,465.25,12/1/2009,295.08,5/1/2010
449866,Nov-88,1749,7531.572423,10/1/2012,223.72,9/1/2015
449867,Oct-95,34665,28761.7965,5/1/2011,13643.12,9/1/2014
449869,Jun-94,5482,24987.38,5/1/2012,28.53,9/1/2012
449880,Jun-00,3192,5689.909064,10/1/2012,160.46,5/1/2016
449904,Jan-94,256,5316.31,9/1/2011,235.44,1/1/2012
449913,Sep-97,768,2401.659452,10/1/2012,73.91,5/1/2016
449926,Jun-98,9377,6712.994576,10/1/2011,1399.17,5/1/2016
449936,Dec-97,5276,5673.345138,5/1/2012,933.8,1/1/2015
449939,1-Dec,15950,10670.2,3/1/2012,328.04,5/1/2016
449944,2-Feb,19335,15322.43829,7/1/2011,21.84,4/1/2015
449956,Aug-93,9231,24095.69722,10/1/2012,707.63,10/1/2012
449978,Jul-95,2069,1926.58,11/1/2009,828.35,5/1/2016
450001,2-Jun,8794,3943.561834,10/1/2012,119.06,5/1/2014
450048,Sep-83,3467,6144.462167,8/1/2012,138.42,3/1/2016
450071,Oct-99,11984,15222.21363,12/1/2010,9454.68,1/1/2011
450080,Aug-91,16205,11437.69145,10/1/2012,345.12,10/1/2012
450109,Nov-86,46226,28922.67587,3/1/2011,15162.67,5/1/2014
450129,2-Sep,1312,11319.77428,4/1/2011,5744.71,4/1/2011
450131,Dec-89,5285,7301.086224,10/1/2012,212.44,10/1/2012
450140,2-Nov,5799,21400.13132,10/1/2012,608.32,5/1/2016
450154,Mar-96,7562,1758.35,3/1/2011,98.91,8/1/2011
450171,Oct-95,11508,9874.433352,8/1/2012,822.13,10/1/2014
450180,Oct-98,19868,17375.36774,10/1/2012,489.22,5/1/2016
450187,Jun-92,20739,14242.3125,10/1/2012,414.65,5/1/2016
450188,5-Jul,1163,679.19,5/1/2010,83.67,10/1/2010
450193,Jun-00,22978,6929.75,10/1/2012,207.29,5/1/2016
450213,1-Sep,7356,8593.395042,10/1/2012,259.53,5/1/2016
450219,Jun-93,11820,4747.14,10/1/2010,395.63,4/1/2011
450224,Nov-93,50935,7055.202966,3/1/2012,17.63,3/1/2012
450234,Aug-97,17783,17428.74202,10/1/2011,5751.63,5/1/2014
450272,5-Oct,15864,16200.43249,10/1/2012,478.86,5/1/2016
450280,Oct-92,19897,17133.15777,9/1/2011,6393.7,10/1/2014
450285,Mar-99,172,27584.76,8/1/2012,853.21,2/1/2013
450289,Jan-93,705,1816.194844,10/1/2012,51.73,4/1/2015
450292,Jul-91,3779,4919.732484,10/1/2012,149.7,2/1/2016
450302,Nov-99,4118,6523.507234,9/1/2012,2451.71,8/1/2015
450346,3-May,431,1970.37,12/1/2009,870.39,4/1/2010
450363,1-Feb,7556,6372.708589,11/1/2012,179.81,5/1/2016
450371,Sep-80,101022,16997.30445,3/1/2010,14761.42,5/1/2016
450384,3-Oct,14,1124.26,,0,4/1/2010
450393,Jun-94,17524,7305.329647,10/1/2012,207.96,10/1/2012
450428,1-Sep,5672,6753.846874,2/1/2012,824.73,2/1/2012
450443,4-Sep,400,15445.93649,10/1/2010,4140.6,11/1/2010
450454,1-Sep,1251,6292.521502,10/1/2012,352.32,3/1/2013
450467,Jul-94,7156,12967.49225,11/1/2012,389.02,10/1/2015
450469,Aug-89,126,17981.93941,11/1/2012,516.8,4/1/2016
450488,Jan-99,6424,18312.79394,7/1/2012,2011.55,2/1/2014
450493,4-Feb,1629,7352.116797,10/1/2012,222.84,5/1/2016
450494,Oct-94,15762,20160.76368,8/1/2012,1696.57,8/1/2014
450497,Aug-92,865,9064.386002,10/1/2012,268.46,3/1/2014
450539,Aug-00,3415,8726.012984,1/1/2013,247.05,2/1/2013
450565,Jun-97,13430,17772.52299,7/1/2012,1959.22,7/1/2013
450579,Aug-98,10655,6825.066783,5/1/2012,1122.2,6/1/2012
450607,5-Jul,4569,26869.34786,10/1/2012,767.4,2/1/2015
450613,Jul-96,38447,9446.192493,10/1/2012,277.59,5/1/2016
450635,6-Feb,2439,7483.309257,11/1/2012,225.29,10/1/2012
450656,Oct-86,20017,1901.64,10/1/2010,158.86,5/1/2016
450716,Dec-88,17883,4737.92782,6/1/2012,146.26,5/1/2012
450735,5-Feb,3323,1766.51,11/1/2010,136.55,4/1/2011
450737,May-90,0,5726.274692,6/1/2011,2573.41,5/1/2016
450745,Sep-00,5767,8006.353038,10/1/2012,241.21,10/1/2012
450747,Jun-97,0,10234.29246,5/1/2010,6.68,4/1/2010
450761,May-99,1330,8006.353039,10/1/2012,245.42,11/1/2012
450781,3-May,9805,8599.118649,1/1/2011,4018.93,1/1/2014
450816,1-Oct,17411,9706.197198,6/1/2011,4397.69,10/1/2014
450832,4-Jul,6651,20956.25646,9/1/2012,3883.63,9/1/2012
450837,May-98,30402,10187.57115,3/1/2013,74.88,3/1/2013
450869,Oct-94,22375,16025.60031,12/1/2012,120.09,11/1/2014
450871,Dec-92,68214,16266.66399,12/1/2011,5310.54,5/1/2016
450875,Jul-99,7031,23952.96922,5/1/2012,4573.19,5/1/2012
450893,1-Aug,9646,16048.34667,6/1/2011,7290.7,8/1/2014
450914,Nov-85,6112,7870.147952,11/1/2012,222.8,10/1/2012
450937,Jun-90,28821,10233.59,9/1/2010,836.66,3/1/2011
450950,Jan-99,55821,30227.90908,11/1/2012,858.09,5/1/2016
450960,Nov-94,21854,12623.66592,10/1/2010,8710.93,12/1/2010
450963,5-Oct,2654,3793.750729,11/1/2012,114.84,10/1/2012
450981,Jan-95,5162,23062.81782,2/1/2012,6221.43,2/1/2012
450995,Aug-93,63543,4105.833018,11/1/2012,117.7,7/1/2014
450996,May-95,8897,11437.69145,11/1/2012,340.96,10/1/2012
451005,Nov-73,10115,7228.725228,11/1/2012,213.97,4/1/2014
451008,Apr-95,1823,28529.38793,12/1/2011,274.38,12/1/2014
451013,Nov-67,32062,6725.731034,11/1/2012,206.05,10/1/2015
451016,Feb-85,3316,9494.895724,11/1/2012,280.61,10/1/2012
451027,Mar-99,2057,3615.99,6/1/2010,517.28,5/1/2016
451041,Feb-96,1721,1685.815204,11/1/2012,47.86,10/1/2012
451064,Jul-98,4986,9910.544706,11/1/2012,293.71,11/1/2012
451124,Sep-94,691,5269.666674,4/1/2012,76.61,3/1/2012
451129,Aug-92,0,17714.59544,11/1/2012,495.82,10/1/2012
451175,Sep-99,13827,12047.84228,11/1/2012,348.27,6/1/2014
451177,Jul-87,11437,31270.21371,8/1/2012,59.66,5/1/2016
451204,May-74,6738,8174.78,3/1/2010,293.89,5/1/2016
451211,May-96,19995,24436.25333,6/1/2011,11669.86,2/1/2012
451271,Jun-95,4397,12777.76519,12/1/2011,4119.61,3/1/2013
451283,Dec-93,5492,3608.793219,11/1/2012,105.54,4/1/2013
451291,Jun-83,38107,9170.323954,8/1/2011,3922.8,8/1/2011
